,line,token,lemma
12115,63739,Πτωχοὺς,πτωχός
12116,63754,προτιθῶνται,
12117,63758,τραπεζῶν,τράπεζα
12118,63763,φυστὴν,φυστή
12119,63764,δρυπεπεῖς,δρυπεπής
12120,63765,τ᾽,τ᾽
12121,63768,πράσα’,
12122,63790,προσπαρατιθέναι,
12123,63792,μιμούμενος,μιμέομαι
12124,63806,φύρετο,
12125,63807,δ᾽,δ᾽
12126,63813,τ᾽,
12127,63818,καλοῦ,καλέω
12128,63832,δυεῖν,δύο
12129,63833,γινομένων,γίγνομαι
12130,63846,εἰσενέγκαντος,
12131,63851,τινὰ,τις
12132,63864,ἀστείας,ἀστεῖος
12133,63865,παρεισδύσεως,
12134,63866,γινομένης,γίγνομαι
12135,63871,<τῶν>,
12136,63875,δ᾽,δ᾽
12137,63881,ταριχηρὸν,
12138,63885,διασκευάσαντα,
12139,63888,παρασοφιζόμενον,
12140,63891,’,
12141,63893,δ᾽,δ᾽
12142,63895,β,ΑΒΓ
12143,63908,ʼ,
12144,63926,δ᾽,δ᾽
12145,63927,ἐγώ,ἐγώ
12146,63935,ἕξουσιν,ἔχω
12147,63939,δηλονότι,δηλονότι
12148,63947,λάχανά,λάχανον
12149,63957,ἑψήσονται,ἕψω
12150,63968,ἐρεβίνθων,ἐρέβινθος
12151,63970,κυάμων,κύαμος
12152,63973,μύρτα,μύρτη
12153,63975,φηγοὺς,φηγός
12154,63976,σποδιοῦσι,
12155,64003,παραδώσουσιν,παραδίδωμι
12156,64005,’,
12157,64013,συμποσίων,συμπόσιον
12158,64020,ἐνάτῃ,ἔνατος
12159,64030,Λακωνικῶν,Λακωνικός
12160,64031,συμποσίων,συμπόσιον
12161,64043,Μαρδονίῳ,Μαρδόνιος
12162,64070,ταὐτὰ,αὐτός
12163,64071,καθὼς,καθώς
12164,64072,Μαρδονίῳ,Μαρδόνιος
12165,64088,ἐστρωμένας,στόρνυμι
12166,64098,προκείμενα,πρόκειμαι
12167,64134,ὑμᾶς,ὑμεῖς
12168,64135,βουλόμενος,βούλομαι
12169,64151,ταλαίπωρον,ταλαίπωρος
12170,64165,συνεστιαθέντα,
12171,64168,φιδιτίοις,φιδίτια
12172,64176,Λακεδαιμόνιοι,Λακεδαιμόνιος
12173,64180,<ἄν>,
12174,64194,δ᾽,δ᾽
12175,64197,ʼἐν,
12176,64201,κανάθρῳ,
12177,64204,ʼτοῦ,
12178,64213,Πλούτοις,πλοῦτος
12179,64219,ἆρ᾽,
12180,64226,λέγουσ᾽,
12181,64241,λέσχαισι,
12182,64243,προσπεπατταλευμέναι,
12183,64244,κατακρέμανται,
12184,64246,πρεσβύταισιν,
12185,64253,Εἵλωσι,Εἵλως
12186,64261,σάμερον,σήμερον
12187,64265,δ᾽,δ᾽
12188,64276,ἄικλον,
12189,64280,κοπίζωσι,
12190,64302,ὑποστρωννύουσιν,
12191,64304,ἐφ᾽,
12192,64308,εὐωχοῦσιν,
12193,64314,ἡμεδαπῆς,ἡμεδαπός
12194,64315,ἀφικνουμένους,ἀφικνέομαι
12195,64325,δ᾽,δ᾽
12196,64332,δ᾽,δ᾽
12197,64345,φυσίκιλλον,
12198,64349,ἀρτίσκος,
12199,64350,ἐγκρίδι,
12200,64353,γογγυλώτερος,
12201,64366,γαστρὸς,γαστήρ
12202,64373,σῦκά,σῦκον
12203,64379,φασήλους,φάσηλος
12204,64380,χλωρούς,
12205,64382,κοπίζει,
12206,64389,βουλόμενος,βούλομαι
12207,64399,Τιθηνιδίοις,
12208,64423,Κορυθαλίαν,
12209,64433,Τίασσόν,
12210,64442,<καὶ,
12211,64443,ταύτασ>,
12212,64448,λελεγμέναις,
12213,64456,ὀρθαγορίσκους,
12214,64458,παρατιθέασιν,παρατίθημι
12215,64463,ἰπνίτας,
12216,64468,ἄικλον,
12217,64473,Δωριέων,Δωριεύς
12218,64480,Ἐλπίδι,ἐλπίς
12219,64488,τύ,σύ
12220,64490,ἐπ᾽,
12221,64491,αἶκλον,
12222,64494,τὺ,σύ
12223,64505,Περιάλλῳ,
12224,64520,ἄικλον,
12225,64521,εἰσφέρουσιν,
12226,64524,ἀρριχίδι,
12227,64531,νέμοντι,νέμω
12228,64539,ἄικλον,
12229,64546,’,
12230,64557,γραμματικὸσ,
12231,64564,Τροιζήνιος,Τροιζήνιος
12232,64565,βιβλιολάθαν,
12233,64570,ἐκδέδωκε,ἐκδίδωμι
12234,64578,πεντακοσίοισ,
12235,64586,‘,
12236,64593,Λακωνικοῖς,Λακωνικός
12237,64596,ʼ,
12238,64597,ʼὅτι,
12239,64601,Ὑακινθίων,
12240,64606,τρεῖς,τρέω
12241,64625,εἰσφέρουσιν,
12242,64626,<οὔτε>,
12243,64638,θεὸν,θεός
12244,64642,οὐδ᾽,
12245,64645,τοιοῦτον,τοιοῦτος
12246,64658,μετ᾽,
12247,64666,μέσῃ,μέση
12248,64668,τριῶν,τρεῖς
12249,64679,παῖδές,παῖς
12250,64682,κιθαρίζουσιν,
12251,64684,χιτῶσιν,χιτών
12252,64685,ἀνεζωσμένοις,
12253,64700,ἀναπαίστῳ,
12254,64702,μετ᾽,
12255,64703,ὀξέος,
12256,64707,θεὸν,θεός
12257,64711,δ᾽,δ᾽
12258,64712,ἐφ᾽,
12259,64727,τινὰ,τις
12260,64740,ἀρχαικὴν,
12261,64755,καννάθρων,
12262,64757,καμαρωτῶν,
12263,64766,δ᾽,δ᾽
12264,64767,ἐφ᾽,
12265,64770,ἐζευγμένων,ζεύγνυμι
12266,64774,δ᾽,δ᾽
12267,64793,δειπνίζουσιν,
12268,64805,οὐδεὶς,οὐδείς
12269,64806,δ᾽,δ᾽
12270,64827,Φιλύλλιος,
12271,64830,Πόλεσιν,πόλις
12272,64835,Ἐπίλυκός,
12273,64838,Κωραλίσκῳ,
12274,64844,ʼ,
12275,64845,ποττὰν,πρός
12276,64846,κοπίδ᾽,
12277,64847,οιωσωμαι,
12278,64849,Ἀμύκλαισιν,
12279,64850,παρ᾽,
12280,64851,Ἀπέλλω,
12281,64853,εἷ,
12282,64854,βάρακες,
12283,64856,κἄρτοι,
12284,64858,δωμός,
12285,64865,μάζας,
12286,64874,βάρακες,
12287,64878,τολύπας,
12288,64886,προφυράματα,
12289,64888,μαζῶν,μᾶζα
12290,64903,καθηδυσμένον,
12291,64913,Μόλπις,
12292,64916,Λακεδαιμονίων,Λακεδαιμόνιος
12293,64920,ʼγράφων,
12294,64923,‘,
12295,64928,καλουμένας,καλέω
12296,64932,δ᾽,δ᾽
12297,64939,ἄρτος,ἄρτος
12298,64948,σῦκον,σῦκον
12299,64957,οὐδ᾽,
12300,64958,ὀρθαγορίσκοι,
12301,64967,γαλαθηνοὶ,
12302,64970,ἀλλ᾽,
12303,64971,ὀρθραγορίσκοι,
12304,64988,ʼκαὶ,
12305,64991,β,ΑΒΓ
12306,64992,#,
12307,64996,ʼκαὶ,
12308,65009,ʼ,
12309,65019,Λακεδαιμονίων,Λακεδαιμόνιος
12310,65020,ἄικλον,
12311,65030,Ἀλκμὰν,Ἀλκμάν
12312,65041,μύλᾳ,
12313,65042,δρυφῆται,
12314,65045,συναικλίαις,
12315,65057,ʼ,
12316,65059,ἄικλον,
12317,65060,Ἀλκμάων,
12318,65061,ἁρμόξατο,
12319,65063,’,
12320,65064,ἄικλον,
12321,65065,δ᾽,δ᾽
12322,65076,ἀλλ᾽,
12323,65081,φιδίταις,
12324,65086,ἄρτος,ἄρτος
12325,65092,ἀλλ᾽,
12326,65093,ἐπάικλα,
12327,65100,ἐπιχορηγήματα,
12328,65102,συντεταγμένου,συντάσσω
12329,65104,φιδίταις,
12330,65105,ἀίκλου,ἄικλον
12331,65121,ἐπαίκλων,
12332,65128,ὑπείληφεν,ὑπολαμβάνω
12333,65131,διττή,δισσός
12334,65137,παισὶ,παῖς
12335,65160,ʼκάπτειν,
12336,65169,παρὸ,παρό
12337,65171,καμματίδας,
12338,65180,ψαιστὰ,
12339,65181,κάμματα,
12340,65198,Κύκλωψί,
12341,65204,ʼ,
12342,65214,δ᾽,δ᾽
12343,65222,σκευοποιεῖται,
12344,65224,τινων,τις
12345,65225,ζῴων,ζῷον
12346,65226,ὡρισμένων,ὁρίζω
12347,65228,παραχορηγοῦντος,
12348,65231,φιδίταις,
12349,65232,ἑνὸς,εἷς
12350,65236,ἔσθ᾽,
12351,65240,πλειόνων,πολύς
12352,65244,Μόλπις,
12353,65246,ματτύην,
12354,65250,ἐπάικλα,
12355,65255,ἐπαίκλων,
12356,65259,Λακωνικῇ,Λακωνικός
12357,65266,ʼ,
12358,65275,ἐπάικλα,
12359,65285,δ᾽,δ᾽
12360,65286,ἀπόροις,ἄπορος
12361,65299,ἐπάικλα,
12362,65300,κάπτειν,
12363,65308,ἐρραμένα,
12364,65311,δ᾽,δ᾽
12365,65314,πολίτευμά,
12366,65332,σκιμποδίου,
12367,65333,καθῆσθαι,κάθημαι
12368,65339,ἐπάικλα,
12369,65341,’,
12370,65351,καμματίδων,
12371,65354,καμμάτων,
12372,65362,‘,
12373,65367,ἔφορος,ἔφορος
12374,65371,κατεδίκασεν,καταδικάζω
12375,65379,κάμμασιν,
12376,65381,καμματίσιν,
12377,65387,κάμματα,
12378,65392,καμματίδες,
12379,65394,κάπτουσι,κάπτω
12380,65398,’,
12381,65403,φιδιτίων,
12382,65411,Τριπολιτικῷ,
12383,65416,‘,
12384,65423,παρατιθέμενον,παρατίθημι
12385,65438,βουλόμενος,βούλομαι
12386,65448,παρακείμενός,
12387,65456,πᾶσίν,πᾶς
12388,65464,δ᾽,δ᾽
12389,65465,<οὐδ᾽>,
12390,65466,οτιμενοῦν,
12391,65481,οὐδὲν,οὐδείς
12392,65503,τυρὸς,τυρός
12393,65508,κἄν,ἐάν
12394,65513,ἰχθὺν,ἰχθύς
12395,65515,λαγὼν,λαγών
12396,65520,τοιοῦτον,τοιοῦτος
12397,65522,εἶτ᾽,
12398,65525,δεδειπνηκόσιν,
12399,65530,ἐπάικλα,
12400,65534,δ᾽,δ᾽
12401,65539,ἀλφίτων,ἄλφιτον
12402,65542,τρία,τρεῖς
12403,65544,ἡμιμέδιμνα,
12404,65545,Ἀττικά,Ἀττικός
12405,65549,χοεῖς,
12406,65550,ἕνδεκά,ἕνδεκα
12407,65553,δώδεκα,δυώδεκα
12408,65560,τινα,τις
12409,65569,δέκα,δέκα
12410,65570,τινὰς,τις
12411,65571,Αἰγιναίους,Αἰγιναῖος
12412,65572,ὀβολούς,ὀβολός
12413,65574,’,
12414,65576,δ᾽,δ᾽
12415,65586,‘,
12416,65590,ἐπάικλα,
12417,65593,φιδίται,
12418,65599,ὑφ᾽,
12419,65607,ἀλλ᾽,
12420,65631,ἱκανῶν,ἱκανός
12421,65641,’,
12422,65642,Μόλπις,
12423,65649,‘,
12424,65654,εἴωθεν,εἴωθα
12425,65667,παρ᾽,
12426,65669,κατ᾽,
12427,65671,ἠρτυμένη,
12428,65672,ματτύη,
12429,65676,ἐπάικλον,
12430,65681,οὐδεὶς,οὐδείς
12431,65682,οὐθὲν,οὐδείς
12432,65684,εἴωθεν,εἴωθα
12433,65690,οὐδ᾽,
12434,65691,ἀκρασίας,ἀκρασία
12435,65716,ἐκγόνων,ἔκγονος
12436,65719,δ᾽,δ᾽
12437,65722,φάτται,φάσσα
12438,65724,χῆνες,χήν
12439,65726,τρυγόνες,τρυγών
12440,65728,κίχλαι,κίχλη
12441,65732,λαγῴ,λαγώς
12442,65762,’,
12443,65764,δ᾽,δ᾽
12444,65766,Σκήψιος,Σκήψιος
12445,65769,α,α
12446,65776,ʼτὴν,
12447,65778,Καρνείων,
12448,65782,Λακεδαιμονίοις,Λακεδαιμόνιος
12449,65808,καθ᾽,
12450,65817,πράσσεται,πράσσω
12451,65824,τρεῖς,τρέω
12452,65829,Καρνείων,
12453,65836,’,
12454,65856,ε,ε
12455,65859,κ,ΑΒΓ
12456,65870,ʼ,
12457,65871,‘,
12458,65872,Λακεδαιμόνιοι,Λακεδαιμόνιος
12459,65881,πάτριον,πάτριος
12460,65887,παραγένοιντο,παραγίγνομαι
12461,65890,συμπεριενεχθεῖσι,
12462,65897,στρωμναί,
12463,65913,παραληφθέντων,
12464,65927,κλιντηρίου,
12465,65934,παρ᾽,
12466,65943,ἐρείσειαν,
12467,65955,τ᾽,
12468,65956,ἐκθέσεις,
12469,65967,ἐξηλλαγμένων,ἐξαλλάσσω
12470,65970,δ᾽,δ᾽
12471,65972,οἴνων,οἶνον
12472,65980,μικρὸν,μικρός
12473,65984,Ἄρευς,Ἄρης
12474,65992,τοσοῦτον,τοσοῦτος
12475,65994,ὑπερῆράν,
12476,66002,κατ᾽,
12477,66009,καθ᾽,
12478,66023,ἀφελεστάτους,
12479,66050,τηλικούτων,τηλικοῦτος
12480,66052,ἡγούμενος,ἡγέομαι
12481,66055,παραλαμβανομένοις,
12482,66066,παρ᾽,
12483,66068,οὐδὲν,οὐδείς
12484,66069,καταδεέστερον,καταδεής
12485,66076,παραγινομένων,παραγίγνομαι
12486,66080,ἐνωρίστερον,
12487,66082,κατειθισμένου,
12488,66085,πεντακλίνου,
12489,66087,διεστρώννυτο,
12490,66103,δι᾽,
12491,66104,ἐδεάτρου,
12492,66108,κατακλιθήσεται,
12493,66111,ἀλλ᾽,
12494,66114,ἡγεῖτο,ἡγέομαι
12495,66121,τιν᾽,
12496,66123,προσκαλέσαιτο,
12497,66125,κατελαμβάνετο,καταλαμβάνω
12498,66133,κατακείμενος,κατάκειμαι
12499,66136,τινος,τις
12500,66144,ψυκτὴρ,
12501,66150,σκαφίον,
12502,66154,χωροῦν,χωρέω
12503,66156,κύαθος,κύαθος
12504,66159,δ᾽,δ᾽
12505,66161,χαλκῆ,χαλκεύς
12506,66171,αἰτήσειεν,
12507,66173,ἐδίδοτο,δίδωμι
12508,66175,κύαθος,κύαθος
12509,66176,εἷς,εἷς
12510,66188,προσνεύσειεν,
12511,66211,μήθ᾽,
12512,66213,μήτ᾽,
12513,66216,ἀλλ᾽,
12514,66238,κρεᾳδίοις,
12515,66247,μηθὲν,μηδείς
12516,66252,σύμμετρον,σύμμετρος
12517,66263,δ᾽,δ᾽
12518,66264,ὑπερήφανον,ὑπερήφανος
12519,66267,δ᾽,δ᾽
12520,66274,παρείησάν,πάρειμι
12521,66295,προσέφερε,προσφέρω
12522,66307,ἐδίδοτο,δίδωμι
12523,66312,προσνεύσαντι,
12524,66317,οὐδὲν,οὐδείς
12525,66319,παρεισεπορεύετο,
12526,66322,δ᾽,δ᾽
12527,66329,ἐκκαλούμενος,ἐκκαλέω
12528,66342,τεθηρευμένους,
12529,66347,διακωμῳδῶν,
12530,66348,δ᾽,δ᾽
12531,66366,γέγονας,γίγνομαι
12532,66374,βάδιζ᾽,
12533,66381,ἀπόλαυε,ἀπολαύω
12534,66382,τοῦ,ὁ
12535,66387,βύστακας,
12536,66390,μηδ᾽,
12537,66391,ἕτερ᾽,
12538,66397,δ᾽,δ᾽
12539,66400,ἴσθ᾽,
12540,66401,ἀρχαικός,
12541,66406,Κρητικῶν,Κρητικόν
12542,66408,Δωσιάδας,
12543,66421,ʼ,
12544,66422,‘,
12545,66435,γινομένων,γίγνομαι
12546,66464,Αἰγιναῖον,Αἰγιναῖος
12547,66471,δ᾽,δ᾽
12548,66475,καθ᾽,
12549,66481,ἀνδρεῖα,ἀνδρεῖος
12550,66490,τρεῖς,τρέω
12551,66492,τέτταρας,τέσσαρες
12552,66501,δ᾽,δ᾽
12553,66506,ξυλοφόροι,
12554,66509,δ᾽,δ᾽
12555,66511,καλοφόρους,
12556,66522,συσσιτίαις,
12557,66531,δ᾽,δ᾽
12558,66537,κοιμίζουσι,
12559,66538,κοιμητήριον,
12560,66544,συσσιτικὸν,
12561,66555,προσκαθίζουσι,
12562,66562,δ᾽,δ᾽
12563,66580,δίδοται,δίδωμι
12564,66581,κρέως,κρέας
12565,66584,δ᾽,δ᾽
12566,66585,ἄλλων,ἄλλος
12567,66586,οὐθενὸς,οὐδείς
12568,66596,ὑδαρῶς,
12569,66609,δειπνήσασιν,
12570,66615,παισὶ,παῖς
12571,66617,κέκραται,κεράννυμι
12572,66627,ἐξουσία,ἐξουσία
12573,66637,παρακειμένων,παράκειμαι
12574,66639,προεστηκυῖα,
12575,66681,προτρεπόμενοι,
12576,66687,’,
12577,66688,Πυργίων,Πυργίων
12578,66689,δ᾽,δ᾽
12579,66693,Νομίμων,νόμιμος
12580,66706,καθήμενοι,κάθημαι
12581,66712,ἀβαμβάκευστα,
12582,66714,ὀφρανοῖς,
12583,66728,μετ᾽,
12584,66749,ὑφιζάνουσιν,
12585,66758,δ᾽,δ᾽
12586,66759,ὀρφανοὺς,ὀρφανός
12587,66760,ἰσομερεῖς,
12588,66764,δ᾽,
12589,66766,ἀβαμβάκευτα,
12590,66768,κράσει,κρᾶσις
12591,66769,καθ᾽,
12592,66772,νενομισμένων,νομίζω
12593,66796,’,
12594,66829,πλέω,πλέω
12595,66832,ἄλλων,ἄλλος
12596,66852,καμίνοις,κάμινος
12597,66861,προβάτων,πρόβατον
12598,66864,σίτοισί,
12599,66892,οὐδὲν,οὐδείς
12600,66938,δ᾽,δ᾽
12601,66940,ἅδῃ,ἁνδάνω
12602,66950,στεγέαρχος,
12603,66960,ἅδῃ,ἁνδάνω
12604,66971,μετιεῖσιν,
12605,66974,δ᾽,δ᾽
12606,66982,’,
12607,66994,ʽ,
12608,66996,ʼοὕτω,
12609,66999,‘,
12610,67003,Πέρσῃ,Πέρσης
12611,67024,καταδάρθοι,καταδαρθάνω
12612,67025,οὐδ᾽,
12613,67036,φιλόπονος,φιλόπονος
12614,67063,’,
12615,67089,οἶδά,οἶδα
12616,67119,παρατιθέμενον,παρατίθημι
12617,67186,σὺ,σύ
12618,67227,διαιτωμένων,διαιτάω
12619,67230,ναὶ,ναί
12620,67231,μὰ,μά
12621,67243,προσίηται,προσίημι
12622,67251,πολυτελεστέραις,πολυτελής
12623,67259,’,
12624,67261,δ᾽,δ᾽
12625,67268,ʽεἰ,
12626,67275,αὐτό,αὐτός
12627,67286,ἐλεγειακὸν,
12628,67287,ἐποίησεν̓,
12629,67293,ʼβασιλεῖς,
12630,67296,προκηρύττειν,προκηρύσσω
12631,67298,ἐφευρίσκουσί,
12632,67299,τινα,τις
12633,67306,δ᾽,δ᾽
12634,67309,τριακοστῇ,τριακοστός
12635,67316,ʼτὸν,
12636,67320,Θῦν,
12637,67321,ἑκατὸν,ἑκατόν
12638,67329,βοῶν,βόα
12639,67356,δοκοίη,δοκέω
12640,67363,δ᾽,δ᾽
12641,67380,εἴς,εἰς
12642,67397,τριάκοντα,τριάκοντα
12643,67406,ἑκάσταις,ἕκαστος
12644,67424,’,
12645,67426,δ᾽,δ᾽
12646,67438,Παρασκευαστικῶν,
12647,67454,λελουμένοι,λούω
12648,67455,διακονοῦσιν,διακονέω
12649,67474,συνδείπνων,σύνδειπνον
12650,67486,βουλομένῳ,βούλομαι
12651,67488,οἳ,
12652,67490,εἴσω,εἴσω
12653,67501,ἀλλ᾽,
12654,67510,<θ᾽>,
12655,67529,παρακαλύμματος,
12656,67536,δ᾽,δ᾽
12657,67539,ὁρῶσιν,ὁράω
12658,67542,μέντοι,μέντοι
12659,67548,ἑνὶ,εἷς
12660,67581,δώδεκα,δυώδεκα
12661,67585,δειπνήσωσιν,
12662,67591,καθ᾽,
12663,67607,εἰσέλθωσι,
12664,67609,μετ᾽,
12665,67622,καθήμενοι,κάθημαι
12666,67625,δ᾽,δ᾽
12667,67628,χρυσόποδος,
12668,67629,κατακείμενος,κατάκειμαι
12669,67632,ὑπερμεθυσθέντες,
12670,67651,συνδειπνεῖ,
12671,67661,ᾄδουσί,
12672,67664,ψάλλουσιν,
12673,67666,παλλακαὶ,
12674,67670,μία,εἷς
12675,67692,μεγαλοπρεπὲς,μεγαλοπρεπής
12676,67727,δ᾽,δ᾽
12677,67732,κάμηλοι,κάμηλος
12678,67752,στρουθοὶ,στρουθός
12679,67754,Ἀράβιοι,Ἀράβιος
12680,67765,ἀλεκτρυόνες,ἀλεκτρυών
12681,67783,τι,τις
12682,67785,καταλίπηται,
12683,67795,ἱερείων,ἱερεῖον
12684,67816,ἡμιδεῆ,
12685,67824,ἄρτων,ἄρτος
12686,67836,ἀργύριον,ἀργύριον
12687,67881,καταλειπομένων,καταλείπω
12688,67882,ʽκαταλείπεται,
12689,67888,ἄρτοἰ,
12690,67892,ἐπιμελούμενος,ἐπιμελέομαι
12691,67902,καθ᾽,
12692,67913,ἐντιμότατοι,ἔντιμος
12693,67933,συνδείπνους,σύνδειπνος
12694,67934,ὑποδέχωνται,
12695,67936,’,
12696,67946,ʼὡς,
12697,67948,ὑποδεχόμενοι,ὑποδέχομαι
12698,67968,Θασίοισιν,
12699,67990,<δόκιμοσ>,
12700,67991,ἐδαπάνησε,
12701,68001,παρετίθεντο,παρατίθημι
12702,68016,ἐσιτέετο,
12703,68021,ἀνάστατοι,ἀνάστατος
12704,68068,Ἑλληνιστὶ,Ἑλληνιστί
12705,68082,’,
12706,68095,Ἔφιππος,ἔφιππος
12707,68099,τῷ,ὁ
12708,68110,ἀνήλισκε,
12709,68113,μνᾶς,μνᾶ
12710,68118,ἑξήκοντα,ἑξήκοντα
12711,68120,ἑβδομήκοντα,ἑβδομήκοντα
12712,68133,ʼκαὶ,
12713,68134,Δίνων,Δείνων
12714,68157,’,
12715,68166,τεσσαράκοντα,τεσσαράκοντα
12716,68173,μεριζόμεναι,
12717,68178,ἑκατὸν,ἑκατόν
12718,68179,ἑξήκοντα,ἑξήκοντα
12719,68183,ὥστ᾽,
12720,68192,ἑκατὸν,ἑκατόν
12721,68199,Ἔφιππος,ἔφιππος
12722,68203,δ᾽,δ᾽
12723,68205,Μέθῃ,μέθη
12724,68217,ʼ,
12725,68218,εἶτ᾽,
12726,68230,ἠγορασμένον,
12727,68235,δέκα,δέκα
12728,68244,Θάσιον,Θάσιος
12729,68246,ἐγχέλεις,ἔγχελυς
12730,68248,τυρόν,τυρός
12731,68253,τάλαντον,τάλαντον
12732,68262,τινος,τις
12733,68269,Δυσκόλῳ,δύσκολος
12734,68279,δ᾽,δ᾽
12735,68286,<τ᾽>,
12736,68287,οὐχὶ,οὐ
12737,68290,ἕνεκ᾽,
12738,68292,ἀλλ᾽,
12739,68302,τοῦτ᾽,
12740,68305,θεὸς,θεός
12741,68310,ἐπιτεθέν,ἐπιτίθημι
12742,68322,ἔστ᾽,
12743,68323,ἄβρωτα,
12744,68326,ἐπιθέντες,ἐπιτίθημι
12745,68328,τἄλλα,ἄλλος
12746,68332,δ᾽,δ᾽
12747,68334,Κυθήριος,Κυθήριος
12748,68338,Δείπνῳ,δεῖπνον
12749,68344,κωμῳδιοποιὸς,
12750,68348,Φάωνι,
12751,68351,ʼ,
12752,68352,ʼκαὶ,
12753,68355,Λευκαδίου,
12754,68365,ʼ,
12755,68367,δ᾽,δ᾽
12756,68371,λιπαρῶπα,
12757,68373,ἄμμ᾽,
12758,68376,δ᾽,δ᾽
12759,68377,ἕτεροις,
12760,68380,δ᾽,δ᾽
12761,68385,πλήρωσαν,
12762,68391,ὑψιλύχνους,
12763,68392,ἔστιλβον,
12764,68395,λεκάναις,
12765,68396,παροψίσι,
12766,68397,τ᾽,τ᾽
12767,68398,ὀξυβάφων,
12768,68403,χλιδῶσαι,
12769,68411,δελεασματίοισι,
12770,68413,πάρφερον,
12771,68415,κανέοις,
12772,68417,χιονόχροας,
12773,68420,δ᾽,δ᾽
12774,68428,ἐπι,
12775,68430,παρῆλθ᾽,
12776,68432,κάκκαβος,
12777,68435,φιλότας,
12778,68437,ἀλλ᾽,
12779,68438,ἀλλοπλατεῖς,
12780,68441,πάντ᾽,
12781,68443,λιπαροντες1,
12782,68444,εγχελεατινες,
12783,68446,γόγγροιτοιωνητεμων,
12784,68448,θεοτερπές,
12785,68450,ἐπ᾽,
12786,68452,δ᾽,δ᾽
12787,68457,βατὶς,βατίς
12788,68458,δ᾽,δ᾽
12789,68459,ἐνέης,
12790,68460,ἰσόκυκλος,
12791,68464,κακκάβι᾽,
12792,68465,ἦς,εἰμί
12793,68469,γαλεοῦ,
12794,68472,ναρκίον,
12795,68480,παρῆς,πάρειμι
12796,68484,τευθιάδα,
12797,68486,σηπιοπουλυποδείων,
12798,68489,ἁπαλοπλοκάμων,
12799,68491,θερμὸς,θερμός
12800,68495,ἰσοτράπεζος,
12801,68497,μνηστης,
12802,68498,συνόδων,σύνοδος
12803,68506,ἀτμίζων,
12804,68510,δ᾽,δ᾽
12805,68511,ἐπίπασται,
12806,68517,κἀξανθισμέναι,
12807,68518,καρῖδες,καρίς
12808,68520,κυφαὶ,
12809,68523,θρυμματίδες,θρυμματίς
12810,68524,δ᾽,δ᾽
12811,68528,χλοεραί,
12812,68530,δηφαρυγες,
12813,68532,πυριων,
12814,68534,στεγναι,
12815,68535,βύσται,
12816,68538,κακκάβου,
12817,68539,γλυκυου,
12818,68540,ὀξιος,
12819,68541,ὀμφαλὸς,
12820,68545,γ᾽,γ᾽
12821,68546,ἐμὶν,ἐγώ
12822,68548,τίν,σύ
12823,68550,σαφ᾽,
12824,68553,εσταδα,
12825,68554,ναὶ,ναί
12826,68556,θεοὺς,θεός
12827,68557,ὑπερμέγεθες,ὑπερμεγέθης
12828,68558,τέμαχος,τέμαχος
12829,68561,ὀπτὸν,ὀπτός
12830,68565,γλυφις,
12831,68568,ἐπ᾽,
12832,68571,ὑπογαστρίδας,
12833,68573,διανεκέως,
12834,68574,ἐπαμυν,
12835,68576,ἐμίν,ἐγώ
12836,68580,τίν,σύ
12837,68584,κεχαροίμεθ᾽,
12838,68586,ἀλλ᾽,
12839,68588,ἐλλίπομεν,
12840,68590,θοίνα,θοίνη
12841,68591,παρέης,
12842,68594,παλάξαι,
12843,68595,δύνατ᾽,
12844,68597,ἔγωγ᾽,
12845,68604,πάνθ᾽,
12846,68610,παρέπαισε,
12847,68613,σπλάγχνον,σπλάγχνον
12848,68618,δέλφακος,
12849,68619,οἰκετικᾶς,
12850,68621,νῶτος,
12851,68624,ὀσφὺς,
12852,68626,μινυρίγματα,
12853,68632,διάπτυχες,
12854,68634,ἁπερπευθηνος,
12855,68635,ἀλεκτοτρόφου,
12856,68636,πνικτᾶς,
12857,68637,ἐρίφου,
12858,68641,δίεφθ᾽,
12859,68642,ἀκροκώλια,
12860,68645,μετ᾽,
12861,68647,λευκοφορινοχρόους,
12862,68649,ῥύγχη,ῥύγχος
12863,68654,χναυμάτιόν,
12864,68656,σεσιλφιωμένον,
12865,68658,ἑφθά,ἑφθός
12866,68659,τ᾽,τ᾽
12867,68661,κρέ᾽,
12868,68663,<τ᾽>,
12869,68670,θ᾽,θ᾽
12870,68671,ὑπερωμόκρεως,
12871,68672,χορδὰ,
12872,68673,γλυκίστα,
12873,68674,μιξεριφαρνογενής,
12874,68681,τοῦτ᾽,
12875,68684,φιλότας,
12876,68689,ἔσθοις,
12877,68692,λαγῷά,λαγῷος
12878,68693,τ᾽,τ᾽
12879,68694,ἔπειτ᾽,
12880,68695,ἀλεκτρυόνων,ἀλεκτρυών
12881,68699,περδίκων,
12882,68700,φάσσεων,
12883,68702,χύδαν,
12884,68712,μαλακοπτυχέων,
12885,68713,ἄρτων,ἄρτος
12886,68715,ὁμοσύζυγα,
12887,68717,ξανθόν,ξανθός
12888,68718,τ᾽,τ᾽
12889,68719,ἐπεισῆλθεν,ἐπεισέρχομαι
12890,68723,σύμπακτον,
12891,68727,τυρὸν,τυρός
12892,68731,ἔφασχ᾽,
12893,68734,κἠγὼν,ἐγώ
12894,68735,ἐφάμαν,φημί
12895,68738,δ᾽,δ᾽
12896,68742,ποτᾶτος,
12897,68748,τῆνα,ἐκεῖνος
